Date,Adj Close
2020-07-27,6.459278583526611
2020-07-28,6.169488430023193
2020-07-29,6.024592876434326
2020-07-30,5.826314926147461
2020-08-04,5.910201549530029
2020-08-05,6.093227386474609
2020-08-06,6.070349216461182
2020-08-07,6.245748043060303
2020-08-10,6.428774833679199
2020-08-11,6.497409343719482
2020-08-12,6.5507917404174805
2020-08-13,6.566042900085449
2020-08-14,6.535539150238037
2020-08-17,6.512660980224609
2020-08-18,6.505034923553467
2020-08-19,6.710938930511475
2020-08-20,6.855833530426025
2020-08-21,6.802452087402344
2020-08-24,6.825329303741455
2020-08-25,6.710938930511475
2020-08-26,6.695686340332031
2020-08-27,6.749069690704346
2020-08-28,6.764321327209473
2020-08-31,6.726190567016602
2020-09-01,6.543165683746338
2020-09-02,6.60417366027832
2020-09-03,6.649930000305176
2020-09-04,6.695686340332031
2020-09-07,6.810078144073486
2020-09-08,6.802452087402344
2020-09-09,6.8939642906188965
2020-09-10,6.886338233947754
2020-09-11,6.9702253341674805
2020-09-14,7.000730037689209
2020-09-15,6.985476970672607
2020-09-16,6.954972743988037
2020-09-17,7.0922417640686035
2020-09-18,7.0236077308654785
2020-09-21,6.924468040466309
2020-09-22,7.061737537384033
2020-09-23,6.954972743988037
2020-09-24,7.076990127563477
2020-09-25,7.000730037689209
2020-09-28,7.031233787536621
2020-09-29,7.0922417640686035
2020-09-30,7.214259147644043
2020-10-01,7.260015964508057
2020-10-02,7.336276531219482
2020-10-05,7.412537574768066
2020-10-06,7.374406814575195
2020-10-07,7.298145771026611
2020-10-08,7.267641544342041
2020-10-09,7.389658451080322
2020-10-12,7.420162677764893
2020-10-13,7.336276531219482
2020-10-14,7.481171607971191
2020-10-15,7.420162677764893
2020-10-16,7.412537574768066
2020-10-19,7.3667802810668945
2020-10-20,7.427789211273193
2020-10-21,7.549805641174316
2020-10-22,7.504049777984619
2020-10-23,7.694701671600342
2020-10-26,7.648944854736328
2020-10-27,7.374406814575195
2020-10-28,7.084616184234619
2020-10-30,7.214259147644043
2020-11-02,7.504049777984619
2020-11-03,7.687075614929199
2020-11-04,7.885353088378906
2020-11-05,7.755709648132324
2020-11-06,8.045500755310059
2020-11-09,8.388672828674316
2020-11-10,8.899620056152344
2020-11-11,8.838610649108887
2020-11-12,8.58695125579834
2020-11-13,8.411551475524902
2020-11-16,8.335290908813477
2020-11-17,8.297160148620605
2020-11-18,9.082645416259766
2020-11-19,8.769976615905762
2020-11-20,8.64795970916748
2020-11-23,8.617456436157227
2020-11-24,8.792855262756348
2020-11-25,8.884367942810059
2020-11-26,9.052141189575195
2020-11-27,9.021636962890625
2020-11-30,8.510690689086914
2020-12-01,8.60982894897461
2020-12-02,8.899620056152344
2020-12-03,8.876741409301758
2020-12-04,8.884367942810059
2020-12-07,9.303801536560059
2020-12-08,10.257060050964355
2020-12-09,10.386703491210938
2020-12-10,10.26468563079834
2020-12-11,10.813762664794922
2020-12-14,10.867145538330078
2020-12-15,10.867145538330078
2020-12-16,10.981535911560059
2020-12-17,10.920527458190918
2020-12-18,10.645989418029785
2020-12-21,10.24180793762207
2020-12-22,10.844266891479492
2020-12-23,10.836640357971191
2020-12-24,10.943406105041504
2020-12-25,10.844266891479492
2020-12-28,10.844266891479492
2020-12-29,11.362838745117188
2020-12-30,11.622125625610352
2020-12-31,11.423848152160645
2021-01-04,11.286579132080078
2021-01-05,10.981535911560059
2021-01-06,11.187440872192383
2021-01-07,11.126431465148926
2021-01-08,11.477230072021484
2021-01-11,11.32470989227295
2021-01-12,11.55349063873291
2021-01-13,11.683134078979492
2021-01-14,11.568742752075195
2021-01-15,11.606873512268066
2021-01-18,12.155949592590332
2021-01-19,11.980550765991211
2021-01-20,11.95004653930664
2021-01-21,11.622125625610352
2021-01-22,11.317083358764648
2021-01-25,11.301830291748047
2021-01-26,11.439099311828613
2021-01-27,11.0577974319458
2021-01-28,11.202692031860352
2021-01-29,10.943406105041504
2021-02-01,10.912901878356934
2021-02-02,11.149309158325195
2021-02-03,11.164562225341797
2021-02-04,11.286579132080078
2021-02-05,11.134057998657227
2021-02-08,11.40859603881836
2021-02-09,11.423848152160645
2021-02-10,11.477230072021484
2021-02-11,11.667882919311523
2021-02-12,11.522987365722656
2021-02-15,11.576370239257812
2021-02-16,11.225570678710938
2021-02-17,11.225570678710938
2021-02-18,11.217944145202637
2021-02-19,11.256074905395508
2021-02-22,11.118805885314941
2021-02-23,11.012040138244629
2021-02-24,10.99678897857666
2021-02-25,11.332335472106934
2021-02-26,11.126431465148926
2021-03-01,11.515360832214355
2021-03-02,11.515360832214355
2021-03-03,11.820403099060059
2021-03-04,12.018681526184082
2021-03-05,12.056811332702637
2021-03-08,12.201706886291504
2021-03-09,12.506749153137207
2021-03-10,12.811792373657227
2021-03-11,12.628765106201172
2021-03-12,12.811792373657227
2021-03-15,12.773661613464355
2021-03-16,12.811792373657227
2021-03-17,12.918557167053223
2021-03-18,12.811792373657227
2021-03-19,12.460992813110352
